,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
1058,Low-Sugar Date Brownies,10 mins,20 mins,50 mins,16,16 brownies,"1 cup pitted Deglet Noor dates, 1 cup hot water, ½ cup unsalted butter, softened, 2  large eggs, 2 teaspoons vanilla extract, ⅓ cup whole wheat flour, ⅓ cup unsweetened cocoa powder, ½ teaspoon baking soda, ¼ teaspoon salt, ½ cup bittersweet chocolate chips (Optional)","Place dates in a small bowl and pour in hot water. Soak for 10 to 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line an 8x8-inch baking dish with parchment paper, leaving enough paper to hang over the sides of the dish.
Drain dates and transfer to a food processor. Pulse until dates are completely smooth, 1 to 2 minutes. If date paste is too thick, add hot water 1 tablespoon at a time until completely pureed.
Add softened butter to the food processor and pulse to combine, about 30 seconds. Add eggs and vanilla extract and process until light and fluffy, about 1 minute. Add whole wheat flour, cocoa powder, baking soda, and salt. Pulse until mixture is just combined, about 30 seconds. Gently stir in chocolate chips by hand. Pour batter into the prepared baking dish.
Bake in the preheated oven until edges just begin to set, 20 to 25 minutes. Cool in the pan for 10 minutes, then remove brownies from pan by gently lifting up edges of parchment paper. Allow to cool completely on a cooling rack. Cut into 16 pieces.",4.5,https://www.allrecipes.com/recipe/267402/low-sugar-date-brownies/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 8g 11%, Saturated Fat 5g 25%, Cholesterol 39mg 13%, Sodium 87mg 4%, Total Carbohydrate 15g 5%, Dietary Fiber 2g 8%, Total Sugars 10g, Protein 2g, Calcium 15mg 1%, Iron 1mg 4%, Potassium 141mg 3%","Prep Time: 10 mins, Cook Time: 20 mins, Additional Time: 20 mins, Total Time: 50 mins, Servings: 16, Yield: 16 brownies",https://www.allrecipes.com/thmb/hMzEyYPNc2NXbnYZC1zmcHYnDn0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5635073-7244e82f0801433887b5e6666f768282.jpg
1059,Date Nut Bread,40 mins,1 hrs,1 hrs 40 mins,24,2 loaves,"1 ½ cups dates, pitted and chopped, 2 ¼ cups boiling water, 3 teaspoons baking soda, 1 cup chopped walnuts, 2 cups white sugar, 3 tablespoons margarine, 2  eggs, beaten, 1 teaspoon salt, 4 ½ cups all-purpose flour, 1 teaspoon vanilla extract","Combine baking soda with the boiling water. Soak the dates in the water and baking soda solution for 30 minutes.
Cream sugar and butter together. Add eggs, vanilla, dates, nuts, flour, and salt.
Divide batter equally between two 9 x 5 (or 8 1/2 x 4 1/2) inch greased loaf pans. Bake 1 hour at 300 degrees F (150 degrees C) (or until loaf tests done). Can be frozen when cool.",4.0,https://www.allrecipes.com/recipe/6852/date-nut-bread/,/Breakfast and Brunch/Breakfast Bread Recipes/,"Total Fat 5g 7%, Saturated Fat 1g 4%, Cholesterol 16mg 5%, Sodium 276mg 12%, Total Carbohydrate 42g 15%, Dietary Fiber 2g 6%, Total Sugars 23g, Protein 4g, Vitamin C 0mg 1%, Calcium 15mg 1%, Iron 1mg 8%, Potassium 114mg 2%","Prep Time: 40 mins, Cook Time: 1 hrs, Total Time: 1 hrs 40 mins, Servings: 24, Yield: 2 loaves",https://www.allrecipes.com/thmb/ievQqz4erQZdPU3dZlOEBCTEGxY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/224470-cbc28a01c93f48da8b754d12779bfde3.jpg
1060,Date Balls,20 mins,5 mins,25 mins,24,2 dozen cookies,"1 (8 ounce) package pitted dates, chopped, 1 cup white sugar, ½ cup butter or margarine, 3 cups crispy rice cereal, 1 cup chopped pecans, 1 teaspoon vanilla extract, ½ cup confectioners' sugar, or as needed","Place dates, sugar, and margarine in a large saucepan over low heat; cook and stir until sugar dissolves. Remove from heat and fold in crispy rice cereal, pecans, and vanilla extract until evenly mixed.
Roll date mixture into 1-inch balls using lightly greased hands; allow balls to cool.
Spread confectioners' sugar into a shallow dish; roll date balls in confectioners' sugar to coat.",4.1,https://www.allrecipes.com/recipe/230456/date-balls/,/Desserts/Cookies/No-Bake Cookie Recipes/,"Total Fat 7g 9%, Saturated Fat 1g 5%, Sodium 71mg 3%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 4%, Total Sugars 17g, Protein 1g, Vitamin C 2mg 12%, Calcium 9mg 1%, Iron 1mg 8%, Potassium 86mg 2%","Prep Time: 20 mins, Cook Time: 5 mins, Total Time: 25 mins, Servings: 24, Yield: 2 dozen cookies",https://www.allrecipes.com/thmb/27Ru2HG-XxYczEd2LFMOH_5upAU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1860395-215253867ce24960bb0f173b850b2780.jpg
1061,Sticky Toffee Pudding Cake,25 mins,30 mins,1 hrs 5 mins,9,1 8-inch cake,"1 ¾ cups pitted, chopped dates, 1 teaspoon baking soda, ¾ cup boiling water, ⅓ cup butter, ¾ cup white sugar, 2  eggs, beaten, 1 ⅛ cups self-rising flour, ¾ cup packed brown sugar, ⅓ cup butter, ⅔ cup evaporated milk, 1 teaspoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Grease an 8-inch square baking dish.
In a small bowl combine the dates and baking soda. Pour enough boiling water over the dates to just cover them.
Cream 1/3 cup of butter with the white sugar until light. Beat in the eggs and mix well to combine.
Add the flour and date mixture (including water) to the egg mixture and fold to combine. Pour the batter into the prepared baking dish.
Bake in the preheated oven until a tester comes out clean, 30 to 40 minutes. Let cool slightly and prepare the sauce.
To Make Caramel Sauce: In a small saucepan combine the brown sugar, 1/3 cup butter, and evaporated milk. Cook over medium heat and bring to boil. Turn heat down and simmer for 5 minutes, stirring occasionally. Remove from heat and stir in the vanilla. Pour the sauce over individual servings of warm cake.",4.7,https://www.allrecipes.com/recipe/8148/sticky-toffee-pudding-cake/,/Holidays and Events Recipes/Christmas/Desserts/Cakes/,"Total Fat 16g 21%, Saturated Fat 10g 50%, Cholesterol 83mg 28%, Sodium 477mg 21%, Total Carbohydrate 70g 25%, Dietary Fiber 3g 10%, Total Sugars 55g, Protein 5g, Vitamin C 1mg 3%, Calcium 139mg 11%, Iron 1mg 8%, Potassium 308mg 7%","Prep Time: 25 mins, Cook Time: 30 mins, Additional Time: 10 mins, Total Time: 1 hrs 5 mins, Servings: 9, Yield: 1 8-inch cake",https://www.allrecipes.com/thmb/BTZddpw4U27pwooSrrkHtcHwtDY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/563722-09afcadf47e24348a72efad8c36a84fd.jpg
1062,Date Nut Loaf Cake,20 mins,1 hrs,1 hrs 30 mins,12,1 - 9x5 inch loaf pan,"1 cup dates, pitted and chopped, 1 cup water, ½ cup butter, 1 cup white sugar, 1 teaspoon baking soda, 1 ½ cups all-purpose flour, 1  egg, beaten, 1 teaspoon vanilla extract, 1 cup chopped walnuts, ¼ cup butter, ⅓ cup heavy cream, ½ cup brown sugar","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x5 inch loaf pan. In a saucepan over medium heat, bring dates and water to a boil. Stir in 1/2 cup butter and 1 cup sugar until melted. Remove from heat and stir in baking soda. Let cool for 10 minutes.
Place date mixture into a large bowl. Blend in flour, eggs and vanilla. Stir in chopped walnuts. Pour batter into prepared pan.
Bake in the preheated oven for 50 to 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. Serve slices with Warm Sauce.
To make Warm Sauce: In a saucepan over medium heat, combine 1/4 cup butter with cream and brown sugar. Heat, stirring constantly, until mixture boils and sugar is dissolved.",4.9,https://www.allrecipes.com/recipe/25567/date-nut-loaf-cake/,/Desserts/Cakes/,"Total Fat 21g 27%, Saturated Fat 10g 48%, Cholesterol 55mg 18%, Sodium 198mg 9%, Total Carbohydrate 48g 18%, Dietary Fiber 2g 8%, Total Sugars 34g, Protein 4g, Vitamin C 0mg 1%, Calcium 34mg 3%, Iron 1mg 7%, Potassium 167mg 4%","Prep Time: 20 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 1 hrs 30 mins, Servings: 12, Yield: 1 - 9x5 inch loaf pan",https://www.allrecipes.com/thmb/eVFfPhCkkyy1uKICkypgRHhheTA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4567367-634a120999804c3a85a6dc29e661137c.jpg
1063,Mother's Applesauce Cake,30 mins,1 hrs 30 mins,3 hrs,16,1 tube cake,"3 ½ cups all-purpose flour, ½ teaspoon salt, 2 teaspoons ground cinnamon, 1 teaspoon ground cloves, 3 teaspoons baking soda, ½ cup butter, 2 cups packed brown sugar, 2  eggs, beaten, 3 cups unsweetened applesauce, ½ cup raisins, ½ cup dates, pitted and chopped, 1 cup chopped walnuts, ½ cup butter, 1 cup packed brown sugar, ¼ cup milk, 1 teaspoon vanilla extract, 2 cups sifted confectioners' sugar","Preheat oven to 300 degrees F (150 degrees C). Grease and flour a tube pan.
Whisk together flour, salt, cinnamon, cloves, and soda. Set aside.
Cream together 1/2 cup butter and 2 cups brown sugar, beating until light and fluffy. Mix in eggs. Add flour mixture into creamed mixture alternately with applesauce, beginning and ending with flour mixture. Stir in the raisins, dates, and walnuts. Pour batter into prepared pan.
Bake in preheated oven until a tester inserted in the center of the cake comes out clean, about 1 1/2 hours. Cool on wire rack.
To make icing, melt 1/2 cup butter or margarine in a small saucepan over low heat; stir in 1 cup brown sugar. Boil for 2 minutes. Stir in milk, and continue to stir until the mixture returns to a boil. Remove from heat, and cool for 5 minutes. Beat in vanilla and confectioners' sugar. Frost cooled cake.",4.7,https://www.allrecipes.com/recipe/8079/mothers-applesauce-cake/,/Desserts/Fruit Desserts/Apple Dessert Recipes/,"Total Fat 17g 22%, Saturated Fat 8g 40%, Cholesterol 54mg 18%, Sodium 415mg 18%, Total Carbohydrate 91g 33%, Dietary Fiber 3g 9%, Total Sugars 66g, Protein 5g, Vitamin C 1mg 5%, Calcium 66mg 5%, Iron 2mg 12%, Potassium 236mg 5%","Prep Time: 30 mins, Cook Time: 1 hrs 30 mins, Additional Time: 1 hrs, Total Time: 3 hrs, Servings: 16, Yield: 1 tube cake",https://www.allrecipes.com/thmb/sLmaVaZsaq_IAKCB_ceQcM4gY1c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2861070-14050372f5cf4b5da3fd49c636491314.jpg
1064,Devils on Horseback,30 mins,15 mins,1 hrs,20,20 stuffed dates,"20  wooden toothpicks, ¼ cup reduced-sodium soy sauce, ½ teaspoon ground ginger, ¾ cup dark brown sugar, 20  dates, pitted and left whole, 20  whole smoked almonds, 10  bacon slices, cut in half crosswise","Preheat oven to 400 degrees F (200 degrees C). Soak the toothpicks in a bowl of water. Grease a 9x13-inch baking dish.
In a bowl, mix together the soy sauce and ground ginger. Place the brown sugar into a shallow bowl. Spread open a pitted date, then stuff it with a smoked almond. Wrap the date with half a bacon slice, secure it with a toothpick, dip the bundle in soy sauce mixture, and then dip it into brown sugar. Place the wrapped dates into the prepared baking dish. If desired, sprinkle a little more brown sugar over the bundles.
Bake in the preheated oven until the bacon is brown and crisp, 15 to 25 minutes. Allow to cool for about 15 minutes before serving; serve warm or at room temperature.",4.6,https://www.allrecipes.com/recipe/215385/devils-on-horseback/,/Appetizers and Snacks/Wraps and Rolls/,"Total Fat 7g 9%, Saturated Fat 2g 11%, Cholesterol 10mg 3%, Sodium 226mg 10%, Total Carbohydrate 12g 4%, Dietary Fiber 1g 3%, Total Sugars 11g, Protein 2g, Calcium 12mg 1%, Iron 0mg 2%, Potassium 106mg 2%","Prep Time: 30 mins, Cook Time: 15 mins, Additional Time: 15 mins, Total Time: 1 hrs, Servings: 20, Yield: 20 stuffed dates",https://www.allrecipes.com/thmb/tCX2k0HsLSmxq5EElxS0o5QZ16c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6390762-63ad9e4893ca4e239cd4475e8f5199de.jpg
1065,Coconut Date Balls,10 mins,5 mins,25 mins,24,2 dozen,"2  eggs, beaten, 1 cup white sugar, 1 cup chopped dates, 1 teaspoon vanilla extract, 1 tablespoon butter, 3 cups crispy rice cereal, 1 cup flaked coconut","In a medium saucepan over medium heat, combine the eggs sugar and dates. Bring to a boil, stirring occasionally, and boil for 5 minutes. Remove from heat and stir in the butter and vanilla. Mix in crispy rice cereal. Butter hands and roll the mixture into walnut sized balls. Roll the balls in coconut. Serve.",4.6,https://www.allrecipes.com/recipe/25786/coconut-date-balls/,/Desserts/Cookies/No-Bake Cookie Recipes/,"Total Fat 2g 2%, Saturated Fat 1g 7%, Cholesterol 17mg 6%, Sodium 45mg 2%, Total Carbohydrate 18g 6%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 1g, Vitamin C 2mg 12%, Calcium 5mg 0%, Iron 1mg 7%, Potassium 61mg 1%","Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 10 mins, Total Time: 25 mins, Servings: 24, Yield: 2 dozen",https://www.allrecipes.com/thmb/18JznNSeLDQ8aG-Am677miWaoIA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3796080-ec43595c66c7408a8d9e8adb570b3e11.jpg
1066,Ma'amoul (Lebanese Date Cookies),45 mins,30 mins,9 hrs 35 mins,48,4 dozen,"2 cups semolina flour, 1 cup all-purpose flour, ½ teaspoon ground mahlab, ½ teaspoon salt, 1 cup clarified butter, at room temperature, 5 tablespoons milk, 2 tablespoons white sugar, 1 teaspoon active dry yeast, 4 tablespoons orange blossom water, or more as needed, 10 tablespoons date paste (such as Ziyad®), cut into small pieces, 2 tablespoons powdered sugar, or to taste","Mix semolina flour, all-purpose flour, mahlab, and salt together in a large bowl. Work clarified butter into the dry ingredients with your fingertips until thoroughly incorporated. Cover bowl and let dough rest at room temperature, 8 hours to overnight.
Pour milk into a microwave-safe bowl. Microwave until just warm, about 15 seconds. Stir in sugar and yeast until dissolved. Let stand until foamy, about 5 minutes.
Pour yeast mixture and orange blossom water over the dough and mix until evenly moistened. Pinch off a piece of dough and roll into a ball; it should hold its shape without cracking. Add more milk or orange blossom water if needed. Cover and let rest for 15 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper or silicone baking mats.
Sprinkle some flour over the ma'amoul molds and tap out the excess. Pinch off a walnut-sized piece of dough and roll into a ball. Press your thumb into the ball to create space for the filling. Work the edges with your fingers so the sides are even and fairly thin. Drop in a piece of date paste and pinch dough over it to seal.
Place cookie into the mold cavity seam-side up. Press down so that the top is flush with edges of the mold. Trim off any excess dough. Invert the mold and tap it against your work surface to release the cookie. Repeat with remaining dough and date paste, arranging cookies 1 inch apart on the baking sheets.
Bake in the preheated oven, 1 baking sheet at a time, until edges and bottoms are golden but tops are still mostly pale, about 15 minutes.
Sift powdered sugar over the cookies while still slightly warm. Let cool completely. Store in an airtight container at room temperature.",5.0,https://www.allrecipes.com/recipe/278238/maamoul-lebanese-date-cookies/,/Cuisine/Middle Eastern/Lebanese/,"Total Fat 4g 6%, Saturated Fat 3g 14%, Cholesterol 11mg 4%, Sodium 25mg 1%, Total Carbohydrate 4g 2%, Dietary Fiber 0g 1%, Total Sugars 2g, Protein 0g, Calcium 3mg 0%, Iron 0mg 1%, Potassium 20mg 0%","Prep Time: 45 mins, Cook Time: 30 mins, Additional Time: 8 hrs 20 mins, Total Time: 9 hrs 35 mins, Servings: 48, Yield: 4 dozen",https://www.allrecipes.com/thmb/71MQAyjudDxUa8dgbG4vpUamJ2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7618972-4ce1a7f41e5d4a81a366c7686c430f14.jpg
1067,Sugar-Free Date Cookies,15 mins,15 mins,30 mins,18,18 cookies,"1 cup chopped dates, ¼ cup chopped pecans, ¼ cup water, ½  very ripe banana, mashed, 1 large egg, lightly beaten, 2 tablespoons butter, melted, ½ teaspoon vanilla extract, 1 cup all-purpose flour, 1 teaspoon baking powder, 1 teaspoon cinnamon, ¼ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Combine the dates, pecans, water, banana, egg, butter, and vanilla extract in a bowl.
Whisk flour, baking powder, cinnamon, and salt together in a separate bowl. Add to the date mixture and stir until well combined.
Drop dough by tablespoonfuls about 1 inch apart onto the prepared baking sheet and flatten lightly with the palm of your hand.
Bake in the preheated oven until cookies start to brown around the edges, being careful not to over-bake, for 11 to 13 minutes. Transfer cookies immediately to a wire rack to cool.",4.9,https://www.allrecipes.com/recipe/275260/sugar-free-date-cookies/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 3g 4%, Saturated Fat 1g 5%, Cholesterol 14mg 5%, Sodium 73mg 3%, Total Carbohydrate 14g 5%, Dietary Fiber 1g 5%, Total Sugars 7g, Protein 2g, Vitamin C 0mg 2%, Calcium 24mg 2%, Iron 1mg 3%, Potassium 95mg 2%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 18, Yield: 18 cookies",https://www.allrecipes.com/thmb/GwQyO6zge4FAz2vmU6iWEF4OFLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6910508-96ea534fe001428585375a6f6d629902.jpg
1068,Energy Balls without Peanut Butter,20 mins,,2 hrs 20 mins,45,45 balls,"1 cup rolled oats, ½ cup pumpkin seeds, ½ cup walnuts, ½ cup pecans, 15  pitted Medjool dates, ½ cup brown rice syrup, 1 cup mini chocolate chips, ½ cup shredded coconut, ½ cup raisins, ¼ cup sunflower seeds","Burst oats into a coarse meal in the bowl of a food processor. Add pumpkin seeds, walnuts, and pecans; pulse 10 to 15 times, until chunks are desired size.
Toss dates into the food processor and mix for 30 seconds. Pour rice syrup in slowly, with the processor running, until combined and starting to ball up.
Transfer to a bowl and mix in chocolate chips, coconut, raisins, and sunflower seeds. Pull off dough in 25 gram sections and roll into balls. Place in a single layer on a cookie sheet; it's okay if they touch but make sure they are not stacked.
Refrigerate for 2 to 24 hours before serving.",5.0,https://www.allrecipes.com/recipe/283043/energy-balls-without-peanut-butter/,/Appetizers and Snacks/Snacks/Energy Ball Recipes/,"Total Fat 4g 6%, Saturated Fat 1g 7%, Sodium 5mg 0%, Total Carbohydrate 11g 4%, Dietary Fiber 1g 4%, Total Sugars 8g, Protein 2g, Vitamin C 0mg 1%, Calcium 10mg 1%, Iron 1mg 4%, Potassium 98mg 2%","Prep Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 20 mins, Servings: 45, Yield: 45 balls",https://www.allrecipes.com/thmb/t_06YCdK084ZN3GE1HRR6AkTOws=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8973676-cec2044ad2924ac791d201aaa991d793.jpg
1069,Date Loaf Cake,25 mins,45 mins,1 hrs 10 mins,12,1 - 9x5 inch loaf pan,"1 cup dates, pitted and chopped, 1 cup dark brown sugar, ¼ cup margarine, 1 cup boiling water, 1 ¾ cups self-rising flour, 1 teaspoon baking soda, 2 teaspoons vanilla extract","Preheat oven to 400 degrees F (200 degrees C). Grease and flour a 9x5 inch loaf pan.
In a large bowl, combine dates, brown sugar, margarine and boiling water. Let stand 15 minutes. Stir in flour, soda and vanilla. Pour batter into prepared pan.
Bake in the preheated oven for 45 minutes. Allow to cool.",4.3,https://www.allrecipes.com/recipe/25568/date-loaf-cake/,/Cuisine/European/UK and Ireland/English/,"Total Fat 4g 5%, Saturated Fat 1g 4%, Sodium 386mg 17%, Total Carbohydrate 41g 15%, Dietary Fiber 2g 5%, Total Sugars 26g, Protein 2g, Vitamin C 0mg 1%, Calcium 83mg 6%, Iron 1mg 6%, Potassium 130mg 3%","Prep Time: 25 mins, Cook Time: 45 mins, Total Time: 1 hrs 10 mins, Servings: 12, Yield: 1 - 9x5 inch loaf pan",https://www.allrecipes.com/thmb/H8VpaqhX-qWRjjVbmdHNakIqRbc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6727660-date-loaf-cake-heidilarson-4x3-1-3618c14a611e4668824685b62904eeed.jpg
1070,Bacon Wrapped Dates,10 mins,15 mins,25 mins,16,16 appetizer servings,"16  fresh or dried pitted dates, such as Medjool, 16  smoked almonds, 8 thick slices applewood-smoked bacon, halved crosswise,   Reynolds Wrap® Aluminum Foil","Preheat oven to 400 degrees F. Cut a slit in each date. Place almonds inside slits. Press together the dates to close slits. Wrap each date with a piece of bacon.
Line a shallow baking pan with Reynolds Wrap® Aluminum Foil. Add a roasting rack; place the dates on rack. Roast for 15 to 20 minutes or until bacon is crisp. Serve immediately with toothpicks. Dates will be hot inside.",4.7,https://www.allrecipes.com/recipe/242444/bacon-wrapped-dates/,/Appetizers and Snacks/,"Total Fat 3g 4%, Saturated Fat 1g 5%, Cholesterol 7mg 2%, Sodium 145mg 6%, Total Carbohydrate 7g 2%, Dietary Fiber 1g 3%, Total Sugars 5g, Protein 3g, Calcium 7mg 1%, Iron 0mg 1%, Potassium 99mg 2%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 16, Yield: 16 appetizer servings",https://www.allrecipes.com/thmb/itCs2Fzp9QmYWny5zjkYleaetio=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4933711-31d2288f187844919c838c8ab8bd721e.jpg
1071,Matrimonial Bars,,,,24,1 -13x9 inch baking pan,"1 ¾ cups quick cooking oats, 1 ¾ cups all-purpose flour, 1 cup packed brown sugar, 1 cup butter, 1 teaspoon salt, 1 teaspoon baking soda, 2 cups dates, pitted and chopped, ½ cup water, ½ cup white sugar","Preheat oven to 350 degrees F (175 degrees C). Grease one 13x9 inch baking pan.
Combine the oats, flour, brown sugar, butter, salt and baking soda. Mix well. The mixture will be crumbly.
In a saucepan over low heat, cook the chopped dates with the water and the white sugar until the pulp is soft and well mixed.
Layer 1/2 of the oat mixture onto the bottom of the prepared pan. Top with the date mixture and then finish off with the remaining oat mixture. Press down slightly on layers to compact.
Bake at 350 degrees F (175 degrees C) for 45 minutes or until top crust begins to brown.",4.6,https://www.allrecipes.com/recipe/11192/matrimonial-bars/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 8g 11%, Saturated Fat 5g 25%, Cholesterol 20mg 7%, Sodium 207mg 9%, Total Carbohydrate 33g 12%, Dietary Fiber 2g 6%, Total Sugars 21g, Protein 2g, Calcium 19mg 1%, Iron 1mg 5%, Potassium 126mg 3%","Servings: 24, Yield: 1 -13x9 inch baking pan",https://www.allrecipes.com/thmb/Sg4mtNdFHNbKuvdiKWeJpdR-Mzw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4069033-7558c10241304bdbae08fbe933859b12.jpg
1072,Walnut Date Balls,20 mins,,1 hrs 20 mins,12,24 date balls,"2 cups walnuts, 2 cups pitted Medjool dates, 1 cup shredded coconut, 1 tablespoon sesame oil, 1 teaspoon sea salt, 1 teaspoon vanilla extract","Process walnuts, dates, coconut, sesame oil, sea salt, and vanilla extract together in a food processor until combined. Roll date mixture into bite-size balls; refrigerate until firm, about 1 hour.",4.8,https://www.allrecipes.com/recipe/244155/walnut-date-balls/,/Desserts/Nut Dessert Recipes/Walnut Dessert Recipes/,"Total Fat 14g 18%, Saturated Fat 3g 14%, Sodium 165mg 7%, Total Carbohydrate 28g 10%, Dietary Fiber 4g 15%, Total Sugars 22g, Protein 4g, Vitamin C 0mg 2%, Calcium 29mg 2%, Iron 3mg 14%, Potassium 292mg 6%","Prep Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 12, Yield: 24 date balls",https://www.allrecipes.com/thmb/6L3XV9QG2XXT6_FTayvnOUmUVg8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3697280-walnut-date-balls-mommyluvs2cook-4x3-1-5363bac331c34fb2976c73af30c6aaea.jpg
1073,Date Nut Pinwheel Cookies II,,,,60,5 dozen,"1 cup butter (at room temperature), 2 cups packed brown sugar, 3  eggs, 1 teaspoon vanilla extract, 1 teaspoon ground cinnamon, ¼ teaspoon salt, ½ teaspoon baking soda, 4 ½ cups all-purpose flour, 8 ounces dates, pitted and chopped, 1 cup finely chopped pecans, ½ cup water, ½ cup white sugar","Cream the butter and brown sugar together in a mixing bowl until smooth. Add the eggs, one at a time, beating well after each addition. Stir in the vanilla. Sift the cinnamon, salt, baking soda, and flour together in a second mixing bowl. Slowly stir the flour mixture into the egg mixture until evenly blended.
Divide the dough evenly into three portions and place each on a square of waxed paper. Wrap and refrigerate until firm, about 1 hour.
Meanwhile, make the filling by combine the dates, pecans, water and white sugar in a saucepan set over low heat. Cook and stir until the filling has a paste-like consistency. Cool slightly.
Working with one portion at a time, roll out the dough on a lightly floured surface to make a rectangle about 1/4 inch thick. Spread 1/3 of the filling evenly over the dough; roll up to make a log. Repeat the process with the remaining dough. Refrigerate until firm, about 1 hour.
Preheat oven to 350 degrees F (180 degrees C). Lightly grease two baking sheets.
Using a sharp, serrated knife, cut the rolls into 1/4 inch slices. Place the slices on prepared baking sheets.
Bake in preheated oven until set and lightly browned, about 15 minutes. Cool on racks.",4.6,https://www.allrecipes.com/recipe/10088/date-nut-pinwheel-cookies-ii/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 5g 6%, Saturated Fat 2g 11%, Cholesterol 17mg 6%, Sodium 48mg 2%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 3%, Total Sugars 11g, Protein 2g, Calcium 13mg 1%, Iron 1mg 3%, Potassium 56mg 1%","Servings: 60, Yield: 5 dozen",https://www.allrecipes.com/thmb/QATHkbdb8__rezogLkosEimzQ8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/662670-2ea33d7cc6274789af554ce6db2e2c34.jpg
1074,Date and Nut Bars,,,,12,2 dozen,"⅓ cup boiling water, 2 cups dates, pitted and chopped, ½ cup shortening, 1 cup white sugar, ⅛ teaspoon ground cinnamon, ¾ teaspoon salt, ⅛ teaspoon ground nutmeg, 2  eggs, 1 cup all-purpose flour, ¼ teaspoon baking soda, ½ cup chopped walnuts, ¼ cup confectioners' sugar","In a small bowl, pour boiling water over dates, and set aside to cool. Preheat oven to 325 degrees F (165 degrees C). Grease a 10x10 inch baking pan.
In a medium bowl, cream together the shortening and white sugar. Add eggs, one at a time, beating after each addition. Add the dates, including any water; mix well. Sift together the flour, cinnamon, salt, nutmeg, and baking soda; stir into the date mixture. Then stir in the nuts.
Spread the mixture evenly into the prepared 10x10 inch pan, and bake for 45 minutes in the preheated oven. When cool, cut into bars, and roll each bar in confectioners' sugar.",4.8,https://www.allrecipes.com/recipe/11629/date-and-nut-bars/,/Desserts/Cookies/Spice Cookie Recipes/,"Total Fat 13g 16%, Saturated Fat 3g 14%, Cholesterol 31mg 10%, Sodium 184mg 8%, Total Carbohydrate 46g 17%, Dietary Fiber 3g 9%, Total Sugars 35g, Protein 4g, Vitamin C 0mg 1%, Calcium 21mg 2%, Iron 1mg 6%, Potassium 205mg 4%","Servings: 12, Yield: 2 dozen",https://www.allrecipes.com/thmb/GiQLNmjKJQv7z8SqhwRu_v3j4_c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/973859-e22d277215e94247b86ce67beb92acbe.jpg
